ANON_ID,Birthdate,Gen,Eth,Fluency,SpEd,Grade,AttRate,DaysEnr,DaysAbs,Susp,CurrWeightedTotGPA,SED,School,Year
27582,2006-08-05,M,African American,EO,Special Ed,6,0.9667,180.0,6.0,3.0,2.08,Unknown,WOMS,17-18
27656,2005-05-25,M,African American,EO,Not Special Ed,7,0.9897,97.0,1.0,2.0,1.69,Unknown,WOMS,17-18
27698,2005-03-04,F,African American,EO,Not Special Ed,6,0.9944,180.0,1.0,,2.36,Unknown,WOMS,17-18
28767,2004-10-19,M,White,EL,Special Ed,8,0.8167,180.0,33.0,,1.45,Unknown,WOMS,17-18
29204,2003-11-12,M,African American,EO,Special Ed,8,0.9889,180.0,2.0,,1.73,Unknown,WOMS,17-18
29539,2004-03-23,M,African American,EO,Not Special Ed,8,0.9917,120.0,1.0,,3.31,Unknown,WOMS,17-18
29844,2006-09-24,F,African American,EO,Not Special Ed,6,0.9889,180.0,2.0,2.0,2.64,Unknown,WOMS,17-18
30099,2005-03-30,F,African American,EO,Not Special Ed,7,1.0,68.0,0.0,1.0,0.0,Unknown,WOMS,17-18
30344,2006-05-15,F,Latino,EL,Not Special Ed,6,0.9889,180.0,2.0,,2.54,Unknown,WOMS,17-18
31618,2004-05-26,F,African American,EO,Not Special Ed,8,0.9722,180.0,5.0,,1.85,Unknown,WOMS,17-18
31918,2005-02-02,F,African American,EO,Not Special Ed,7,0.9722,180.0,5.0,,2.45,Unknown,WOMS,17-18
31983,2004-05-07,F,African American,EO,Not Special Ed,8,0.9889,180.0,2.0,,3.38,Unknown,WOMS,17-18
32078,2006-09-02,M,African American,EO,Not Special Ed,6,0.9778,180.0,4.0,1.0,3.0,Unknown,WOMS,17-18
32864,2005-12-18,M,African American,EO,Not Special Ed,6,1.0,180.0,0.0,,2.36,Unknown,WOMS,17-18
35013,2006-06-15,M,Not Reported,TBD,Not Special Ed,6,0.6667,6.0,2.0,,0.0,Unknown,WOMS,17-18
35015,2003-11-02,F,Not Reported,TBD,Not Special Ed,7,0.6667,6.0,2.0,,0.0,Unknown,WOMS,17-18
35235,2004-07-29,F,African American,EO,Not Special Ed,8,0.9889,180.0,2.0,,3.08,Unknown,WOMS,17-18
35348,2005-08-21,F,African American,EO,Not Special Ed,7,1.0,180.0,0.0,,2.77,Unknown,WOMS,17-18
35389,2004-03-08,M,African American,EO,Not Special Ed,8,0.9611,180.0,7.0,,2.15,Unknown,WOMS,17-18
35447,2005-06-17,M,African American,EO,Special Ed,7,1.0,180.0,0.0,,2.27,Unknown,WOMS,17-18
35582,2004-10-08,M,African American,EO,Not Special Ed,8,0.9667,180.0,6.0,,2.18,Unknown,WOMS,17-18
35768,2006-08-04,M,African American,EO,Not Special Ed,6,0.9944,180.0,1.0,,2.85,Unknown,WOMS,17-18
35967,2004-05-26,F,African American,EO,Not Special Ed,8,0.8759,145.0,18.0,,1.77,Unknown,WOMS,17-18
36470,2006-08-15,M,Multiple Ethnicity,EO,Not Special Ed,6,0.9611,180.0,7.0,1.0,2.91,Unknown,WOMS,17-18
37324,2004-12-19,M,African American,EO,Not Special Ed,7,0.9667,180.0,6.0,1.0,1.92,Unknown,WOMS,17-18
37330,2004-12-19,M,African American,EO,Not Special Ed,7,0.9667,180.0,6.0,1.0,1.92,Unknown,WOMS,17-18
37951,2005-09-04,F,African American,EO,Not Special Ed,7,1.0,180.0,0.0,,2.08,Unknown,WOMS,17-18
38467,2005-07-07,F,Latino,RFEP,Not Special Ed,7,0.9833,180.0,3.0,,2.08,Unknown,WOMS,17-18
39365,2005-10-03,F,African American,EO,Special Ed,7,0.9889,180.0,2.0,,2.64,Unknown,WOMS,17-18
39366,2005-10-03,F,African American,EO,Not Special Ed,7,0.9778,180.0,4.0,,2.0,Unknown,WOMS,17-18
39369,2005-10-03,F,African American,EO,Not Special Ed,7,1.0,180.0,0.0,1.0,1.08,Unknown,WOMS,17-18
40015,2003-12-03,M,African American,EO,Not Special Ed,8,0.9722,180.0,5.0,,1.54,Unknown,WOMS,17-18
40244,2004-06-18,M,African American,EO,Special Ed,8,0.9833,180.0,3.0,,2.27,Unknown,WOMS,17-18
40255,2004-06-18,M,African American,EO,Special Ed,8,0.9833,180.0,3.0,,2.27,Unknown,WOMS,17-18
41212,2005-09-21,F,Latino,RFEP,Not Special Ed,7,0.9611,180.0,7.0,1.0,1.82,Unknown,WOMS,17-18
41583,2004-08-04,M,African American,EO,Not Special Ed,8,0.5611,180.0,79.0,,1.54,Unknown,WOMS,17-18
41923,2004-01-31,M,Latino,RFEP,Not Special Ed,8,0.95,180.0,9.0,,2.15,Unknown,WOMS,17-18
42657,2005-09-20,M,Asian,EL,Not Special Ed,7,0.8389,180.0,29.0,,1.0,Unknown,WOMS,17-18
43499,2005-03-28,F,African American,EO,Special Ed,7,0.8867,150.0,17.0,,1.15,Unknown,WOMS,17-18
44715,2005-10-24,F,Pacific Islander,EO,Not Special Ed,7,0.806,67.0,13.0,,0.0,Unknown,WOMS,17-18
45570,2005-08-29,F,African American,EO,Not Special Ed,7,0.7556,180.0,44.0,,1.09,Unknown,WOMS,17-18
45855,2004-01-17,M,African American,EO,Special Ed,8,0.9556,90.0,4.0,,0.0,Unknown,WOMS,17-18
46081,2005-06-29,F,African American,EO,Not Special Ed,7,0.9889,180.0,2.0,3.0,1.27,Unknown,WOMS,17-18
46380,2004-07-21,M,Latino,EL,Not Special Ed,7,1.0,180.0,0.0,,2.38,Unknown,WOMS,17-18
47542,2004-05-11,F,African American,EO,Not Special Ed,8,0.9778,180.0,4.0,1.0,2.62,Unknown,WOMS,17-18
48693,2005-12-14,F,African American,EO,Not Special Ed,6,0.9722,180.0,5.0,,2.73,Unknown,WOMS,17-18
49158,2004-07-11,F,African American,EO,Not Special Ed,8,0.9917,120.0,1.0,,1.73,Unknown,WOMS,17-18
50080,2003-10-30,M,White,RFEP,Not Special Ed,8,0.9722,180.0,5.0,,2.92,Unknown,WOMS,17-18
50139,2005-10-20,M,African American,EO,Not Special Ed,7,0.9333,180.0,12.0,4.0,1.27,Unknown,WOMS,17-18
50408,2004-06-12,F,Latino,RFEP,Not Special Ed,8,0.9944,180.0,1.0,,1.0,Unknown,WOMS,17-18
50409,2004-06-12,N,Latino,RFEP,Not Special Ed,8,0.9944,180.0,1.0,,1.0,Unknown,WOMS,17-18
50815,2006-08-17,F,Latino,RFEP,Not Special Ed,6,1.0,85.0,0.0,,2.91,Unknown,WOMS,17-18
51010,2005-10-12,M,Not Reported,EL,Not Special Ed,6,0.9722,180.0,5.0,,2.82,Unknown,WOMS,17-18
51160,2005-02-14,M,Native American,EO,Not Special Ed,7,0.9679,156.0,5.0,,2.54,Unknown,WOMS,17-18
51282,2004-05-10,M,African American,EO,Not Special Ed,8,0.9722,180.0,5.0,,2.15,Unknown,WOMS,17-18
52116,2003-03-13,F,African American,EO,Not Special Ed,8,0.927,178.0,13.0,,2.09,Unknown,WOMS,17-18
52452,2005-07-03,F,Asian,EL,Not Special Ed,7,0.9722,180.0,5.0,,3.54,Unknown,WOMS,17-18
53006,2006-01-09,F,African American,EO,Not Special Ed,6,0.9889,180.0,2.0,,3.55,Unknown,WOMS,17-18
54860,2004-06-24,M,African American,EO,Special Ed,7,0.9,100.0,10.0,2.0,0.0,Unknown,WOMS,17-18
55002,2004-02-15,F,Filipino,RFEP,Not Special Ed,8,0.9556,180.0,8.0,,2.15,Unknown,WOMS,17-18
55115,2004-08-28,M,African American,EO,Special Ed,8,0.9611,180.0,7.0,,2.15,Unknown,WOMS,17-18
55336,2003-08-14,M,African American,EO,Not Special Ed,8,0.95,180.0,9.0,,2.08,Unknown,WOMS,17-18
55421,2006-05-03,F,African American,EO,Not Special Ed,6,0.9833,180.0,3.0,3.0,3.31,Unknown,WOMS,17-18
56802,2004-10-18,M,African American,EO,Not Special Ed,7,0.9278,180.0,13.0,,1.38,Unknown,WOMS,17-18
58818,2006-06-25,F,Asian,EL,Not Special Ed,6,0.9833,180.0,3.0,,2.77,Unknown,WOMS,17-18
58819,2003-08-05,M,Asian,EL,Not Special Ed,8,0.9833,180.0,3.0,,2.92,Unknown,WOMS,17-18
58820,2003-08-05,M,Asian,EL,Not Special Ed,8,0.9833,180.0,3.0,,2.92,Unknown,WOMS,17-18
60120,2005-05-25,M,Asian,EO,Not Special Ed,7,0.9821,56.0,1.0,,0.0,Unknown,WOMS,17-18
60458,2004-10-04,F,African American,EO,Not Special Ed,8,0.8857,35.0,4.0,,0.0,Unknown,WOMS,17-18
60783,2004-07-29,F,Latino,RFEP,Not Special Ed,8,0.9556,180.0,8.0,,2.36,Unknown,WOMS,17-18
60964,2006-08-22,M,African American,EO,Not Special Ed,6,0.8778,180.0,22.0,,1.77,Unknown,WOMS,17-18
61130,2005-04-28,M,African American,EO,Special Ed,7,0.9833,180.0,3.0,,2.08,Unknown,WOMS,17-18
61603,2004-05-17,M,African American,EO,Special Ed,8,0.9667,180.0,6.0,1.0,1.64,Unknown,WOMS,17-18
61613,2005-04-15,F,African American,EO,Not Special Ed,7,0.8844,173.0,20.0,4.0,1.46,Unknown,WOMS,17-18
63672,2006-08-17,F,African American,EO,Not Special Ed,6,0.9611,180.0,7.0,,2.73,Unknown,WOMS,17-18
64019,2006-05-20,M,White,EL,Not Special Ed,6,0.9605,177.0,7.0,1.0,1.77,Unknown,WOMS,17-18
64387,2004-05-12,M,Latino,EO,Special Ed,8,1.0,180.0,0.0,,1.8,Unknown,WOMS,17-18
64424,2004-05-12,M,Latino,EO,Special Ed,8,1.0,180.0,0.0,,1.8,Unknown,WOMS,17-18
64513,2004-04-14,M,White,EL,Not Special Ed,7,0.993,143.0,1.0,,2.27,Unknown,WOMS,17-18
65513,2006-02-13,F,African American,EO,Not Special Ed,6,0.8833,180.0,21.0,1.0,3.18,Unknown,WOMS,17-18
65605,2005-12-13,M,African American,EO,Not Special Ed,6,0.9,180.0,18.0,,3.23,Unknown,WOMS,17-18
66066,2006-03-23,F,African American,EO,Not Special Ed,6,0.9889,180.0,2.0,1.0,1.91,Unknown,WOMS,17-18
66080,2003-06-25,M,African American,EO,Special Ed,8,0.9333,180.0,12.0,4.0,1.69,Unknown,WOMS,17-18
66107,2004-08-29,M,African American,EO,Not Special Ed,8,0.95,180.0,9.0,,3.08,Unknown,WOMS,17-18
66343,2005-10-31,F,African American,EO,Not Special Ed,7,0.9222,180.0,14.0,1.0,1.62,Unknown,WOMS,17-18
66547,2004-09-04,F,Not Reported,EO,Not Special Ed,8,0.9944,180.0,1.0,,2.54,Unknown,WOMS,17-18
66675,2006-08-10,F,Asian,EL,Not Special Ed,6,0.9833,180.0,3.0,,2.0,Unknown,WOMS,17-18
67793,2005-12-24,F,African American,EO,Special Ed,6,0.9833,180.0,3.0,1.0,1.73,Unknown,WOMS,17-18
67828,2005-05-14,M,African American,EO,Special Ed,6,0.9056,180.0,17.0,1.0,2.85,Unknown,WOMS,17-18
67842,2004-03-31,F,African American,EO,Special Ed,8,0.9833,180.0,3.0,,2.23,Unknown,WOMS,17-18
67855,2005-01-17,F,African American,EO,Not Special Ed,7,0.8722,180.0,23.0,2.0,1.85,Unknown,WOMS,17-18
68082,2004-09-11,F,African American,EO,Not Special Ed,8,0.9306,144.0,10.0,1.0,0.0,Unknown,WOMS,17-18
68311,2005-01-05,M,Asian,RFEP,Not Special Ed,7,1.0,180.0,0.0,,3.46,Unknown,WOMS,17-18
68313,2006-10-31,F,Asian,EL,Not Special Ed,6,1.0,180.0,0.0,,2.85,Unknown,WOMS,17-18
68608,2003-06-07,M,African American,EO,Special Ed,8,0.9944,180.0,1.0,,2.69,Unknown,WOMS,17-18
68969,2004-02-17,F,African American,EO,Not Special Ed,8,0.9611,180.0,7.0,,3.08,Unknown,WOMS,17-18
68988,2004-10-15,F,African American,EO,Not Special Ed,8,0.9889,180.0,2.0,,1.69,Unknown,WOMS,17-18
69374,2006-10-14,F,African American,EO,Not Special Ed,6,0.9833,180.0,3.0,,1.73,Unknown,WOMS,17-18
70066,2006-05-31,M,African American,EO,Special Ed,6,0.9889,180.0,2.0,,3.85,Unknown,WOMS,17-18
70446,2005-01-25,M,Latino,EL,Not Special Ed,6,0.9097,144.0,13.0,1.0,1.77,Unknown,WOMS,17-18
70483,2003-04-14,M,Multiple Ethnicity,EL,Special Ed,8,0.9667,180.0,6.0,4.0,0.92,Unknown,WOMS,17-18
70667,2005-01-23,F,Asian,RFEP,Not Special Ed,7,0.9778,180.0,4.0,,1.46,Unknown,WOMS,17-18
71023,2006-03-20,F,African American,EO,Not Special Ed,6,0.8556,180.0,26.0,,2.27,Unknown,WOMS,17-18
71030,2006-03-20,F,African American,EO,Not Special Ed,6,0.8556,180.0,26.0,,2.27,Unknown,WOMS,17-18
71105,2006-09-18,F,African American,EO,Not Special Ed,6,0.9833,180.0,3.0,,2.69,Unknown,WOMS,17-18
71806,2004-11-15,M,African American,EO,Not Special Ed,8,0.9889,180.0,2.0,2.0,2.15,Unknown,WOMS,17-18
72655,2005-02-19,F,African American,EO,Not Special Ed,7,0.9833,180.0,3.0,2.0,0.92,Unknown,WOMS,17-18
72657,2006-08-10,M,African American,EO,Special Ed,6,0.9333,180.0,12.0,5.0,2.0,Unknown,WOMS,17-18
73270,2004-09-16,M,Latino,EL,Special Ed,7,0.9167,180.0,15.0,,1.92,Unknown,WOMS,17-18
73567,2006-04-22,F,African American,EO,Not Special Ed,6,0.9667,180.0,6.0,1.0,2.54,Unknown,WOMS,17-18
73954,2005-07-21,F,Latino,EL,Not Special Ed,7,0.9889,180.0,2.0,,1.62,Unknown,WOMS,17-18
74716,2005-03-24,F,Latino,EO,Not Special Ed,7,0.9944,180.0,1.0,1.0,2.38,Unknown,WOMS,17-18
74987,2004-09-09,F,Asian,RFEP,Not Special Ed,8,0.9889,180.0,2.0,,2.31,Unknown,WOMS,17-18
75226,2003-04-06,F,African American,EO,Not Special Ed,8,1.0,88.0,0.0,,2.08,Unknown,WOMS,17-18
75557,2005-10-13,F,African American,EO,Not Special Ed,7,0.9667,180.0,6.0,,3.08,Unknown,WOMS,17-18
75567,2005-05-04,M,African American,EO,Not Special Ed,7,0.9222,180.0,14.0,1.0,2.46,Unknown,WOMS,17-18
75919,2003-09-24,F,Latino,EO,Not Special Ed,8,1.0,180.0,0.0,,3.08,Unknown,WOMS,17-18
75922,2003-09-24,F,Latino,EO,Not Special Ed,8,1.0,180.0,0.0,,3.85,Unknown,WOMS,17-18
76118,2005-08-22,M,African American,EO,Special Ed,7,1.0,180.0,0.0,,2.54,Unknown,WOMS,17-18
77033,2004-02-22,M,African American,EO,Not Special Ed,8,0.9556,180.0,8.0,,0.69,Unknown,WOMS,17-18
77076,2004-02-22,M,African American,EO,Not Special Ed,8,0.9556,180.0,8.0,,0.69,Unknown,WOMS,17-18
77145,2003-08-13,F,African American,EO,Not Special Ed,8,0.9556,180.0,8.0,,1.0,Unknown,WOMS,17-18
77190,2006-05-05,M,African American,EO,Special Ed,6,0.9778,180.0,4.0,1.0,1.46,Unknown,WOMS,17-18
77310,2006-05-21,M,African American,EO,Not Special Ed,6,0.9722,180.0,5.0,1.0,1.23,Unknown,WOMS,17-18
77744,2005-10-31,F,African American,EO,Not Special Ed,7,0.9222,180.0,14.0,1.0,1.62,Unknown,WOMS,17-18
77977,2006-05-12,M,African American,EO,Special Ed,6,0.9889,180.0,2.0,1.0,3.08,Unknown,WOMS,17-18
77980,2004-12-02,M,African American,EO,Not Special Ed,7,0.9944,180.0,1.0,,2.27,Unknown,WOMS,17-18
78540,2006-11-29,F,African American,EO,Not Special Ed,6,1.0,80.0,0.0,,2.54,Unknown,WOMS,17-18
137,2005-07-07,M,Asian,EL,Not Special Ed,7,0.8492,179.0,27.0,,2.95,Unknown,WOMS,18-19
565,2006-10-25,F,African American,EO,Not Special Ed,6,0.4419,43.0,24.0,,0.0,Unknown,WOMS,18-19
566,2006-10-25,F,African American,EO,Not Special Ed,6,0.4419,43.0,24.0,,0.0,Unknown,WOMS,18-19
1406,2005-01-20,F,White,RFEP,Not Special Ed,8,0.9385,179.0,11.0,,3.05,Unknown,WOMS,18-19
1412,2007-08-22,M,Asian,EL,Not Special Ed,6,0.933,179.0,12.0,,2.37,Unknown,WOMS,18-19
1460,2007-01-06,F,Multiple Ethnicity,RFEP,Not Special Ed,6,0.8883,179.0,20.0,,4.0,Unknown,WOMS,18-19
1469,2007-07-07,F,White,RFEP,Not Special Ed,6,0.9274,179.0,13.0,,4.0,Unknown,WOMS,18-19
1511,2005-04-26,F,White,EL,Not Special Ed,8,0.6429,14.0,5.0,,0.0,Unknown,WOMS,18-19
1655,2006-10-03,F,White,EL,Not Special Ed,8,0.8771,179.0,22.0,,3.16,Unknown,WOMS,18-19
